producto_id,producto_nombre,categoria,precio_venta,unidades_disponibles
23098,Wrangler Men's Carpenter Short,Shorts,33.880001068115234,1
9127,3-Pack Hanes Alive Full Support Control Top 00810,Socks & Hosiery,33.0,1
11060,Cosabella Women's Dolce Bikini,Intimates,33.0,1
11090,Bali Women's Comfortshape Seamless Sculpt Tank,Intimates,32.900001525878906,1
11641,On Gossamer Women's Cabana Cotton Camisole Top,Intimates,32.0,1
26733,Dockers Men's Drawstring Sleep Pant,Sleep & Lounge,32.0,1
12008,Dreamgirl Women's Plus Size Midnight Mistress Garter Slip,Intimates,31.43000030517578,1
17568,N2N - L3 - Dream - Super Soft Sleeveless Hoody- Navy Blue,Fashion Hoodies & Sweatshirts,30.0,1
16802,Carhartt Men's Graphic Strength Back Long Sleeve T-Shirt,Tops & Tees,30.0,1
5740,Leatherette Leggings with Side Knit Panel Coffee,Leggings,29.989999771118164,1
10676,Leading Lady Plus Size Front Hook Wirefree Leisure Bra,Intimates,29.989999771118164,1
9625,Women's Guide Gear Microfleece Top and Bottom Set,Sleep & Lounge,29.989999771118164,1
7495,Women's cuff sleeve linen jacket,Blazers & Jackets,29.989999771118164,1
10108,Gray and Pink Leopard Two-Piece Hooded Footed Pajamas for Women,Sleep & Lounge,29.989999771118164,1
14636,Motherhood Maternity: Long Secret Fit Belly(r) Signature Pocket Boot Cut Maternity Jeans,Maternity,29.979999542236328,1
10314,National Checked House Coat,Sleep & Lounge,29.950000762939453,1
2594,Adidas Womens Lightweight Trefoil Track Jacket,Active,29.950000762939453,1
13848,Mountain Hardwear Women's Power Stretch Glove,Accessories,29.93000030517578,1
11432,A Medium Full Bridal Petticoat Crinoline Slip Skirt Sz Small (133NS),Intimates,29.850000381469727,1
14354,Pretty Pushers 100% Cotton Disposable Labor & Delivery Gown,Maternity,28.950000762939453,1
26617,Private Label - Mens Fleece Lounge Pant Olive 27291,Sleep & Lounge,28.0,1
15857,Eddie Bauer Favorite Long-Sleeve Crewneck T-Shirt,Plus,27.950000762939453,1
28092,Billabong Men's All Day Tank Rashguard,Swim,26.950000762939453,1
4979,Vigoss Juniors Skinny Emboss Dbl V Back Pocket Jean,Jeans,26.170000076293945,1
11774,Jezebel Women's Animal Attraction - Camisole - 89039,Intimates,26.0,1
12775,Ocean Avenue Women's Bora Bora Bandeaukini Top,Swim,25.989999771118164,1
27747,Gotcha Men's Zig Zag Boardshort,Swim,25.0,1
22883,Mod-O-Doc Men's Classic Jersey Short,Shorts,25.0,1
10901,Hanes Women's Classics Soft Stretch Bikini,Intimates,25.0,1
10228,Hue Sleepwear Women's Scotty Plaid Pant,Sleep & Lounge,25.0,1
16488,RIGGS WORKWEAR by Wrangler Men's Long Sleeve Pocket T- Shirt,Tops & Tees,25.0,1
26742,Briefly Stated Men's AO Annoying Orange Boxer,Sleep & Lounge,25.0,1
2611,ExOfficio Women's Give-N-Go Boy Cut Brief,Active,24.989999771118164,1
13576,Inches Off Plus Size Swimsuit briefs mix and match separates,Swim,24.989999771118164,1
14938,Motherhood Maternity: Sleeveless Scoop Neck Stretch Fabric Nursing Nightgown,Maternity,24.979999542236328,1
9755,Sweet Juniors Animal Print Pant Set,Sleep & Lounge,24.739999771118164,1
15924,Curve Appeal Cowl Neck Belted Short Sleeve Striped Sweater Dress with Elastic Belt,Plus,24.5,1
25660,Calvin Klein Men's Big and Tall Big 2 Pack Brief   #U3280,Underwear,24.5,1
5219,Short Harem Pants Capri Womens Bollywood Fashion India Clothing,Pants & Capris,23.989999771118164,1
7925,Allegra K Ladies Double Breasted Long Sleeve Pure Spring OL Blazer Coat Pink S,Blazers & Jackets,23.450000762939453,1
10912,Plus Size Elance Bikini - 3 Pack,Intimates,22.5,1
23028,Fox Men's The Boss Boardshort,Shorts,22.0,1
8932,Angelina KNEE HIGH Socks Choose From Single-Pair Pack or A Dozen Value Pack.,Socks & Hosiery,22.0,1
11887,Bslingerie Womens Satin Boned Bustier Corset With Ribbons,Intimates,19.989999771118164,1
3881,Red Floral Graphic Print Black Long / Maxi Dress,Dresses,19.989999771118164,1
11870,SeXy Teal Chemise Nightgown Lace Trim Elegant Sizes S M or L,Intimates,19.96999931335449,1
414,Collections Etc - Ellen Boho V-Neck Rayon Tunic W/ Ties,Tops & Tees,19.96999931335449,1
24124,Reebok Mens Full Zip Ripstop Lightweight Jacket,Outerwear & Coats,19.950000762939453,1
25666,Hatley Nice Balls Holiday Men's Boxers,Underwear,19.950000762939453,1
25480,ElanceÂ® String Bikini- 2 Pack,Underwear,19.5,1
24563,Wigwam Men's Cool-Lite Mid Hiker Pro Quarter Length Sock,Socks,18.950000762939453,1
15355,LibbySue-Essential Solid Crinkle Scarf,Plus,18.0,1
9145,point6 Women's Tulip Print  Light Cushion 3/4 Crew Socks,Socks & Hosiery,17.950000762939453,1
4948,See Thru Soul Juniors Skinny Roll Up Boyfriend Jean,Jeans,17.899999618530273,1
1930,Girls Black Cotton Slub Zipper Hoodie Light Weight Jacket,Fashion Hoodies & Sweatshirts,17.5,1
3389,Curve Appeal Solid Ribbed Sweater Dress with Belt,Dresses,16.989999771118164,1
3443,Allegra K Woman Long Sleeve Convertible Collar Buttoned Dress Black Size S,Dresses,16.6299991607666,1
11703,Vanity Fair Body Foundation Camisole,Intimates,16.0,1
8899,Gold Toe Women's Micromodal Trouser 3 Pack,Socks & Hosiery,15.0,1
11393,Vanity Fair Women's 360 Half Slip  #11760,Intimates,15.0,1
1936,Lady Hathaway 1/2 Zip Reversible Pullover Sweatshirt,Fashion Hoodies & Sweatshirts,15.0,1
5366,Women's Rolled Elastic Waist Pants,Pants & Capris,14.989999771118164,1
9279,HUE Women's Model Blend Glen Plaid Knit Sweater Tights,Socks & Hosiery,14.989999771118164,1
27179,Fun Boxers Lucky Me Lucky You Pajama Pants for Men,Sleep & Lounge,14.989999771118164,1
2324,Long Sleeve Striped V-Neck Hoodie Pullover,Fashion Hoodies & Sweatshirts,14.5,1
9468,American Apparel Sheer Spiral Pantyhose,Socks & Hosiery,14.0,1
7189,Adar Mid-Calf Length Drawstring Skirt,Skirts,13.989999771118164,1
13847,Black Crocheted Headband With Three Knit Flowers,Accessories,13.989999771118164,1
1646,Allegra K Lady Pink Long Sleeve Kangaroo Pocket Pullover Coat XS,Fashion Hoodies & Sweatshirts,13.510000228881836,1
11082,Josie by Natori Women's Cotton Lycra Hippie Underwear,Intimates,12.0,1
11402,Ilusion Women's Cotton Pettipants Pant Slip Lace Trim Beige / Beige XX-Large,Intimates,12.0,1
10725,Calvin Klein Women's Bottom Up Thong,Intimates,12.0,1
10769,Fruit of the Loom Women's 3-Pack Cotton Stretch Briefs,Intimates,11.989999771118164,1
5296,BonWorth Basic Pull-On Poly Twill Pant Granite,Pants & Capris,11.989999771118164,1
3417,Allegra K Ladies Turtle Neck Long Sleeve Zip Closure Back Black Dress Black XS,Dresses,10.909999847412108,1
11038,Breathe by Barely There Seamless Hipsters,Intimates,10.699999809265137,1
6000,Allegra K Dark Gray Elastic Waist Closefitting Legging S for Women,Leggings,10.020000457763672,1
745,Chemisettes by Anne Modesty Panels No Lace. Choose from 9 colors-Sz SM-XXL,Tops & Tees,10.0,1
9265,ED HARDY Christian Audigier Knee High Koi Womens Socks,Socks & Hosiery,9.989999771118164,1
246,Women's 23.5 inches camisole tank top with adjustable straps,Tops & Tees,9.989999771118164,1
9107,Ariat 9398 Women's Western Boot Knee High Sock Pink,Socks & Hosiery,9.949999809265137,1
15338,AN1225 Women's Watercolor Pattern Fashion Scarf,Plus,9.949999809265137,1
10830,Vanity Fair Women's Smooth Moves Hi Cut Pant #13090,Intimates,9.5,1
15378,Sock It To Me Unicorns Knee High Socks (Purple) one size,Plus,9.239999771118164,1
7265,Allegra K Women Slant Pocket Button Decor Ruched Slim Fit Above Knee Skirt Black XS,Skirts,9.15999984741211,1
9426,Angelina Floral Patterned Fishnet Thigh High with Lace Top Black #9010,Socks & Hosiery,8.989999771118164,1
10973,Barely There Women's Go Girlie Chill Chick Rayon Spandex Boyshort,Intimates,8.800000190734863,1
5815,Dark Gray Stirrup Seamless Leggings Full Length,Leggings,8.449999809265137,1
5971,Allegra K Women Elastic Waist Semi Sheer Lace Front Formfitting Leggings Black XS,Leggings,8.0,1
3303,LnLClothing Ladies Fashion Over Size Collar / Cable Knit Sweater Dress ID.62009.BL.35C,Dresses,7.989999771118163,1
5908,White Seamless Leggings Full Length,Leggings,7.900000095367431,1
9051,Glittery Ruched-top Stir Up Knee High/Leg Warmer,Socks & Hosiery,6.5,1
12867,Alki'i Classic Unisex Boardshorts,Swim,5.989999771118164,1
2793,adidas Women's adiFIT Slim Pant,Active,903.0,2
20366,Robert Graham Men's Barbican Velvet Blazer,Suits & Sport Coats,698.0,2
8449,Women's Knee Length Overcoat in Pure Cashmere,Outerwear & Coats,399.0,2
899,Magaschoni Women's 100% Cashmere Peplum Back Sweater,Sweaters,378.0,2
19864,Joseph Abboud Men's Two-button Side Vent Blazer,Suits & Sport Coats,296.0,2
24312,Helly Hansen Velocity Insulated Ski Jacket Mens,Outerwear & Coats,280.0,2
19796,Joseph Abboud Men's 2 Button Side Vent Plaid Sport Coat,Suits & Sport Coats,276.32000732421875,2
1743,Prairie Underground Women's Long Cloak Hoodie,Fashion Hoodies & Sweatshirts,264.0,2
8563,Mountain Hardwear Women's Hunker Down Parka,Outerwear & Coats,250.0,2
13346,Letarte Womens Popcorn Embroidered Sleeveless Tunic,Swim,238.0,2
20074,Paul Fredrick Twill Weave Double-Breasted Suit Jacket,Suits & Sport Coats,219.5,2
20246,Mantoni 2 Button Men's Suit Solid Black 100% Wool,Suits & Sport Coats,209.94999694824216,2
8838,Eddie Bauer 1936 Skyliner Hunting Model Vest,Outerwear & Coats,199.0,2
104,Plenty by Tracy Reese Women's Open Placket Shirt,Tops & Tees,198.0,2
931,Sofie Women's 100% Cashmere Cowl-Neck Cashmere Poncho Sweater,Sweaters,192.5,2
4806,Joe's Jeans Women's Mona Honey Jean,Jeans,189.0,2
24209,Alpha Industries Apollo MA-1 Flight Jacket,Outerwear & Coats,182.0,2
8818,Xport Design's Women's Unique Front Zip Closure Maroon With A Shade of Red Blazer Leather Jacket,Outerwear & Coats,179.99000549316406,2
4781,PAIGE Women's Verdugo Ultra Skinny Benny,Jeans,179.0,2
8071,Kasper Women's Moon Dance Waffle Woven Jacket Dress Set Navy,Suits,169.9499969482422,2
8114,TAHARI Black Herringbone Belted Jacket/Pants Suit,Suits,165.0,2
21310,G-Star Men's 3301 Straight Force Jean,Jeans,160.0,2
4549,PAIGE Women's Kylie Crop,Jeans,158.0,2
4824,AG Adriano Goldschmied Women's Skinny Fit Legging Jean,Jeans,157.99000549316406,2
27277,Derek Rose Men's Royal 174 Button Through Nightshirt,Sleep & Lounge,157.5,2
3961,Mother of the Bride Formal Evening Dress #2454,Dresses,151.99000549316406,2
7786,DKNYC Kelly 3/4 Sleeve Blazer Jacket Misses Medium [Apparel] [Apparel] [Apparel],Blazers & Jackets,149.99000549316406,2
14060,Ray-Ban Aviator 112/69 Aviator SunglassesMatte Gold58 mm,Accessories,149.9499969482422,2
8314,Columbia Women's Mercury Maven II Mid Jacket,Outerwear & Coats,149.89999389648438,2
13493,Magicsuit Brianna Prism convertible Swimdress in Red 98316,Swim,149.5,2
8674,United Face Womens Washed Leather Biker Jacket,Outerwear & Coats,149.0,2
3291,Eliza J Women's Sleevless Pleated Neck With Lace Detail And Pleats At Waist,Dresses,148.99000549316406,2
1093,Design History Women's 100% Cashmere Color-Block Cowl-Neck Sweater,Sweaters,148.5,2
8063,Kasper Eternal City Pant Suit,Clothing Sets,147.1300048828125,2
3112,Calvin Klein Women's Plus-Size Wmn Printed Seamed Dress,Dresses,139.5,2
22377,Stone Rose Men's Modern Embroidery Straight Fit 5 Pocket Pant,Pants,139.0,2
3840,Jessica Howard Women's Plus Size 2 Piece 3/4 Sleeve Bolero Jacket Dress,Dresses,138.99000549316406,2
19781,Lacoste Men's Long Sleeve Boat Neck Bar Stripe Cotton Jersey Sweater Blue,Sweaters,134.97999572753906,2
4136,VA VA VOOM Burgundy Paisley DESIGNER Embellished Full Length Jumpsuit Romper,Jumpsuits & Rompers,129.99000549316406,2
8393,Carhartt 100151 Women's Camden Solid Wool Parka,Outerwear & Coats,129.99000549316406,2
3137,Anne Klein Women's Color Block Ponte Swing Dress,Dresses,129.0,2
3394,maxandcleo Women's Layla Dress,Dresses,128.0,2
3146,Calvin Klein Women's Sheath Dress,Dresses,128.0,2
8339,MICHAEL Michael Kors Women's Wanda Jacket,Outerwear & Coats,125.0,2
2620,Beyond Yoga Women's Long Curve Jacket,Active,124.0,2
13597,Ray Ban RB3025 Aviator Sunglasses,Accessories,121.87999725341795,2
19025,Raffi Linea Uomo Men's 100% Cashmere V-Neck Sweater,Sweaters,120.0,2
10151,Juicy Couture Velour Bootleg Pant With Snap Pockets (JGM00055),Sleep & Lounge,120.0,2
18160,Smartwool Men's Midweight Crew,Active,119.98999786376952,2
15770,Ray-Ban 4075P Rectangular Wrap Sunglasses,Plus,119.37999725341795,2
1032,Jones New York Women's Dolman V Neck Top,Sweaters,119.0,2
8553,Tommy Hilfiger Women's Fashion Pea Coat,Outerwear & Coats,118.75,2
7645,Tart Women's Essential Terry Blazer,Blazers & Jackets,115.0,2
18041,Tommy Bahama Mens Chicago White Sox Half-Zip Sweatshirt,Fashion Hoodies & Sweatshirts,115.0,2
16037,7 Diamonds Men's Youth With Out Youth Woven,Tops & Tees,115.0,2
7606,aryn K Women's Tuxedo Jacket,Blazers & Jackets,114.0,2
8097,EVAN PICONE Faux Double Breasted Pleated Collar Jacket/Skirt Suit,Suits,109.0,2
26725,Tommy Bahama Terry Loop Embroidered Robe,Sleep & Lounge,108.75,2
29117,Tumi Monaco Slim Single Billfold,Accessories,108.0,2
3341,Karen Kane Women's Long Sleeve Wrap Dress,Dresses,108.0,2
24309,Port Authority J792 Nootka Jacket,Outerwear & Coats,105.37999725341795,2
8479,Calvin Klein Women's Belted Utility Jacket,Outerwear & Coats,105.0500030517578,2
18991,Paul Fredrick 100% Cotton Cable Full Zip Mock Collar Sweater,Sweaters,104.5,2
13438,Seafolly Women's Goddess D Cup Pleated Bustier,Swim,101.0,2
26832,HUGO BOSS Men's Long Pant,Sleep & Lounge,100.01000213623048,2
19634,Cheap Monday Men's Ichiro Sweater,Sweaters,100.0,2
12143,Corset-story WT-007 waist training corset,Intimates,100.0,2
2865,Marmot Kitzbuhel Vest - Women's,Active,100.0,2
14887,Trendy Tummy Maternity Stylish Mia Satin Empire Waist Cocktail Maternity Dress,Maternity,99.98999786376952,2
23207,True Religion Men's Samuel Cargo Short,Shorts,99.9800033569336,2
1349,Calvin Klein Women's MSY Zebra Turtle Neck,Sweaters,99.5,2
783,Calvin Klein Women's MSY Flyaway Sweater,Sweaters,99.5,2
4383,Lucky Brand Women's Sofia Boot Jean,Jeans,99.0,2
4586,Miss Me Jeans Glam Cross Bootcut In DKRN,Jeans,99.0,2
3593,Neon Buddha Women's Shanghai Dress,Dresses,98.0,2
13353,Echo Design Women's Cheetah Dress With Ties,Swim,98.0,2
21031,GUESS Falcon Jeans in Rank Wash 30 Inseam,Jeans,98.0,2
1023,LAmade Women's 100% Cashmere Jenna Raglan Sweater,Sweaters,97.87999725341797,2
19882,DC Men's Diamond Jacket,Suits & Sport Coats,97.0,2
26964,Hanro Men's Midtown Lounge Pant,Sleep & Lounge,96.5999984741211,2
3161,Adrianna Papell Women's Sleeveless Lace Dress,Dresses,96.43000030517578,2
23642,Carhartt Men's Thermal Lined Duck Active Jacket,Outerwear & Coats,95.0,2
14944,Ripe Maternity Women's Windsor Wrap Knit,Maternity,92.0,2
3150,KAMALIKULTURE Women's Long Sleeve Crewneck Tee Dress,Dresses,90.0,2
15861,Carhartt Women's Sherpa Sweat Jacket,Plus,90.0,2
19034,Columbia Men's Fairisle Rotifer 1/2 Zip Sweater,Sweaters,90.0,2
23720,London Fog Men's Barrington Car Coat with Scarf,Outerwear & Coats,89.98999786376953,2
22382,Polo Ralph Lauren Wool Gray Flannel Cargo Pants,Pants,89.98999786376953,2
7985,Judith March Fabulously Stunning Bright Green Jacket/Blazer with Bow Accent on Shoulder,Blazers & Jackets,88.0,2
8455,London Fog Women's Haley Jacket,Outerwear & Coats,87.5,2
2345,Fresh Laundry Women's Plus-Size Hoodie,Fashion Hoodies & Sweatshirts,86.0,2
17436,Hurley Men's Retreat Sherpa,Fashion Hoodies & Sweatshirts,85.0,2
3019,Ibex Women's Woolies Crew Top,Active,85.0,2
991,Ibex Women's Woolies Zip Turtleneck,Sweaters,85.0,2
4853,PAIGE Women's Skyline Ankle Peg Jean,Jeans,84.97000122070312,2
21258,RVCA Men's Heavy Chev Denim Pant,Jeans,84.0,2
2419,Pink Lotus Women's Tied and True Wrap,Active,84.0,2
21706,Mountain Khakis Men's Teton Twill Pant,Pants,82.94999694824217,2
2121,Life is good. Womens Cozy Zip Hoodie - Black - S,Fashion Hoodies & Sweatshirts,82.0,2
3868,Three Dots Women's Crew Neck Tunic Dress,Dresses,80.0,2
18821,Ugly Christmas Sweater - Humping Reindeer Games Holiday Sweater by Skedouche,Sweaters,79.98999786376953,2
6492,True Religion Brand Jeans Womens Romy Boyfriend Shorts - White,Shorts,79.9800033569336,2
3438,Jessica Simpson Monarch Flower Dress,Dresses,79.0,2
21994,Woolrich Men's Milestone Flannel-Lined Pants,Pants,79.0,2
21609,LRG The So Sensi TS Jeans in Dark Indigo,Jeans,79.0,2
